سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,مسجل,CD,مُكيّف,إغلاق مركزي,وسادة هوائية,جنطات مغنيسيوم,جهاز إنذار,فرش جلد,فتحة سقف
70000,داتشيا,ستيب,2017,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,900,41000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,0,0,0
78000,سيت,ليون,2016,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,72000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
30000,فولكسفاجن,ترانسبورتر,1999,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500,543355.0,5,نقدا فقط ,للبيع فقط ,2,0,0,0,0,0,0,0,0,0
75000,بي,ام,2005,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,185457.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
75000,سكودا,اوكتافيا,2015,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,140000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,0
120000,فولكسفاجن,باسات,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,190000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
33000,فورد,ترانزيت,1997,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500,368586.0,8,إمكانية التقسيط ,للبيع أو التبديل ,6,1,1,1,1,1,1,1,1,0
185000,هونداي,سانتافيه,2018,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,39000.0,7,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
50000,ستروين,DS3,2013,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
89000,سكودا,اوكتافيا,2017,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,179000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
58000,هونداي,سانتافيه,2008,رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,339597.0,7,نقدا فقط ,للبيع فقط ,1,1,1,0,1,1,0,1,1,1
102000,سكودا,اوكتافيا,2018,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,150000.0,5,نقدا فقط ,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,0
106000,سكودا,اوكتافيا,2018,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,13000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
140000,جاجوار,XE,2016,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,60000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
50000,سكودا,اوكتافيا,2012,سكني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,300000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,1,0
58000,سكودا,اوكتافيا,2013,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,157000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,0
82000,كيا,سول,2018,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,43000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
74000,هونداي,توسان,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,81000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
70000,سكودا,اوكتافيا,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1600,200000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
185000,اودي,Q7,2014,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,254318.0,7,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
55000,كيا,فورتي,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,184000.0,5,نقدا فقط ,للبيع فقط ,1,0,0,0,0,0,0,0,0,0
173999,كيا,سورينتو,2017,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,90000.0,7,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
220000,مرسيدس,C220,2018,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,113198.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,0,1,1
165000,هونداي,سانتافيه,2020,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,40000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
55000,بيجو,208,2018,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,29000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,0,0
55000,فولكسفاجن,بولو,2014,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,80000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,0,1,1,0,0,0
86000,فولكسفاجن,2018,2018,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,51516.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,1,1,0
65000,سيت,ليون,2016,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,95000.0,5,نقدا فقط ,للبيع أو التبديل ,2,0,0,1,1,1,1,0,0,0
8000,اوبل,اسكونا,1983,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,824256.0,5,نقدا فقط ,للبيع فقط ,8,1,1,1,1,0,0,0,0,0
30000,هونداي,جيتس,2010,أزرق ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,229000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,0,1,1,0,0
170000,مرسيدس,سبرنتر,2017,أبيض ,ديزل ,تجاري ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,290000.0,3,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
113000,سيت,ارونا,2019,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,35432.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
57000,سكودا,فابيا,2017,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,61819.0,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
54000,سيت,ابيزا,2012,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,11000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,1
45000,سانغ,يونغ,2008,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2700,423864.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,0
75000,سيت,ليون,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,61819.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
113000,هونداي,كونا,2020,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,33000.0,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
44000,سكودا,اوكتافيا,2007,فيراني ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900,362236.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,1,0
68000,سيت,ليون,2016,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,125000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,0,0,1,0,1,1,0
36000,سيت,ابيزا,2009,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,144244.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,0,0,1,0,1,0
49000,كيا,مورننغ,2017,بيج ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,89000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,1,1,1,1,0
50000,مرسيدس,2006,2006,أبيض ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,480379.0,10,نقدا فقط ,للبيع فقط ,1,0,0,0,0,0,0,0,0,0
22500,بيجو,406,2001,بني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,226670.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,0,0,1
35000,هونداي,اكسنت,2007,أبيض عاجي ,بنزين ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني ,1400,164851.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,0
112000,سكودا,اوكتافيا,2017,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,135838.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
100000,شفروليه,,2014,أبيض ,ديزل ,حكومي ,فلسطينية ,اوتوماتيك ,الكتروني ,6600,250000.0,9,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,0,1,1,0
162000,هونداي,سانتافيه,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,32000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
220000,كيا,سورينتو,2021,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,45279.0,6,إمكانية التقسيط ,للبيع أو التبديل ,0,0,0,1,1,1,1,0,1,1
55000,كيا,سول,2011,بني ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1600,180000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
220000,فولكسفاجن,GTI,2020,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,15000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
70000,سكودا,رابيد,2015,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,181118.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,1,0
110000,هونداي,كونا,2019,بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,70000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
150000,هونداي,سانتافيه,2018,بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,78000.0,7,نقدا فقط ,للبيع أو التبديل ,0,0,0,1,1,1,1,1,1,0
85000,كيا,سبورتاج,2013,كرميدي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,122000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
88000,فولكسفاجن,بولو,2018,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,40000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
69000,سيت,ليون,2017,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,88000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,0
87000,سكودا,رابيد,2019,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,89000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,0,1,0,0,0
45000,رينو,كانجو,2010,أزرق ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,294317.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,0,0,0,0,0,0,0,0,0
55000,كيا,بيكانتو,2020,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,67919.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
85000,هونداي,ايونيك,2016,أبيض ,هايبرد ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,103000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
40000,فورد,فوكس,2011,فضي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1600,117000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,0
124000,هونداي,سانتافيه,2016,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,80000.0,7,نقدا فقط ,للبيع فقط ,1,0,0,1,0,0,1,0,1,1
57000,اوبل,كورسا,2016,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,125000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,1,1,1,0,0
100000,هونداي,توسان,2018,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,113198.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
65000,سكودا,ستيشن,2013,كحلي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,240000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0
45000,فورد,فوكس,2014,بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,100000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,1
60000,مرسيدس,413,2004,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2500,430156.0,7,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
110000,ايسوزو,ديماكس,2008,أبيض عاجي ,ديزل ,حكومي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,165000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,0,1,1,1,0
118000,سكودا,اوكتافيا,2019,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,90559.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
165000,فولكسفاجن,GTI,2019,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,63000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
116000,سكودا,اوكتافيا,2018,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,220000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
90000,شفروليه,,2012,أسود ,ديزل ,حكومي ,فلسطينية ,اوتوماتيك ,الكتروني ,6600,60000.0,10,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
134999,هونداي,توسان,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,35000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
20000,اوبل,كورسا,1999,أزرق ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,247276.0,5,نقدا فقط ,للبيع فقط ,2,0,0,0,0,0,0,0,0,0
32500,هونداي,كليك,2008,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,154548.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
43000,هونداي,تراجيت,2007,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,20000.0,9,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
30000,شفروليه,اوبترا,2008,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,150000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,0,0,1,1,1,0
11000,فولكسفاجن,كرافيل,1986,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي ,1900,1675345.0,8,إمكانية التقسيط ,للبيع فقط ,3,1,1,0,0,0,1,0,0,0
145000,كيا,سبورتاج,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,55000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
134000,هونداي,سانتافيه,2020,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,20000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
55000,سيت,ابيزا,2017,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,61819.0,5,نقدا فقط ,للبيع فقط ,3,0,0,1,1,1,1,1,0,0
50000,بيجو,بارتنر,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,200000.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,0
24000,اوبل,استرا,2003,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,206064.0,5,نقدا فقط ,للبيع أو التبديل ,4,1,1,1,1,1,1,1,0,0
48000,كيا,بيكانتو,2016,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1250,72122.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,0
63000,مرسيدس,C200,2003,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,206064.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,0,1,1,1,1
135000,بي,ام,2014,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,160000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
48000,فولكسفاجن,باسات,2009,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,167000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
113000,مرسيدس,E250,2010,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,128000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,1
65000,فولكسفاجن,باسات,2010,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,50000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
135000,تويوتا,كورولا,2020,عدة الوان ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,30909.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
35000,هونداي,افانتي,2006,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2006,190000.0,5,إمكانية التقسيط ,للبيع فقط ,1,0,0,1,1,1,1,1,0,0
116000,سكودا,اوكتافيا,2018,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,50000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
140000,فولكسفاجن,GTI,2016,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,125000.0,5,إمكانية التقسيط ,للبيع فقط ,4,1,0,0,0,0,0,0,0,1
16500,هونداي,سانتافيه,2018,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,113198.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
78000,كيا,سبورتاج,2013,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,160000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,1,0
80000,شاحنة,مان,2007,أزرق سماوي ,ديزل ,تجاري ,فلسطينية ,اوتوماتيك ,الكتروني ,460,120000.0,5,نقدا فقط ,للتبديل فقط ,1,1,1,1,1,0,0,1,0,1
