سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,مسجل,CD,مُكيّف,إغلاق مركزي,وسادة هوائية,جنطات مغنيسيوم,جهاز إنذار,فرش جلد,فتحة سقف
60000,هونداي,اكسنت,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,45000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
130000,اوبل,اسكونا,1982,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,844862.0,5,نقدا فقط ,للبيع فقط ,4,0,0,0,1,0,1,0,0,0
38000,سوبارو,امبريزا,1997,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,267883.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,0,0,0,1,1,1
48000,فولكسفاجن,باسات,2006,كحلي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,384876.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
80000,كيا,سورينتو,2012,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,249037.0,7,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
2500,بيجو,305,1983,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,824256.0,5,نقدا فقط ,للبيع أو التبديل ,4,0,0,1,0,0,0,0,1,0
36500,فورد,فيستا,2013,بني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,103032.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
3500,سوبارو,امبريزا,2002,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,216367.0,5,نقدا فقط ,للبيع فقط ,2,0,0,0,0,0,1,0,0,0
65000,كيا,اوبتيما,2015,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1700,80000.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,1
51000,هونداي,اكسنت,2014,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,79000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,1,1,0,1,0
15000,دراجة,نارية,2014,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,250,2000.0,2,إمكانية التقسيط ,للبيع أو التبديل ,2,0,0,0,0,0,0,0,0,0
100000,فولكسفاجن,تيجوان,2010,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,131000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
12000,اودي,80,1992,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,319399.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,0,0,1,1,0,0,0
78000,فولكسفاجن,جولف,2010,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,17000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,0,1,1,1,0
43000,بي,ام,1987,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500,741830.0,5,نقدا فقط ,للبيع أو التبديل ,12,1,1,1,0,0,1,1,0,1
55000,سكودا,MPI,2008,رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,154548.0,5,إمكانية التقسيط ,للبيع فقط ,1,0,0,0,0,1,0,0,0,0
22500,دايو,لانوس,2002,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,216367.0,5,إمكانية التقسيط ,للبيع فقط ,2,0,0,0,0,0,0,0,0,0
68000,سكودا,فابيا,2017,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,135838.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,0,1,1,0
72000,هونداي,سانتافيه,2009,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,197000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,4,1,1,1,1,1,1,1,1,1
65000,اوبل,كورسا,2015,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,8000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,1
90000,كيا,سبورتاج,2014,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,132000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
55000,بيجو,بارتنر,2014,بترولي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,179000.0,5,نقدا فقط ,للبيع فقط ,3,0,0,1,1,1,0,0,0,0
60000,سكودا,اوكتافيا,2016,أصفر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,25000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,0
42000,ستروين,C-Elysee,2014,رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,90000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,0,0,0
40000,فولكسفاجن,بولو,2007,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,18000.0,5,نقدا فقط ,للبيع فقط ,4,1,1,1,1,1,0,0,0,0
59000,هونداي,اكسنت,2016,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,49000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,0
45000,بي,ام,2005,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,200000.0,5,نقدا فقط ,للبيع أو التبديل ,4,1,1,1,1,1,1,0,0,1
63000,هونداي,اكسنت,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,59000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
23000,فيات,بونتو,2002,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1300,224000.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,0,1,1,1,1,1,0
64000,هونداي,i30,2014,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,43000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
69000,كيا,فورتي,2017,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,47000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
31000,سكودا,فابيا,2007,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1400,362236.0,5,نقدا فقط ,للبيع فقط ,1,0,0,0,0,1,0,0,0,0
36000,فولكسفاجن,باسات,2006,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,2000.0,5,نقدا فقط ,للبيع فقط ,7,1,1,1,1,1,1,1,1,1
115000,بي,ام,2014,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,85000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,0,1,1
47000,فورد,فوكس,2013,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,103032.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
47000,كيا,مورننغ,2018,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,18000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
59000,فولكسفاجن,GTI,2008,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,168000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,12,1,1,1,1,1,1,1,0,1
36500,سكودا,فابيا,2009,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,144244.0,5,نقدا فقط ,للبيع فقط ,1,1,1,0,0,0,0,1,1,0
90000,سكودا,اوكتافيا,2017,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,135838.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
37000,ستروين,C1,2015,جيشي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,71000.0,4,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,0
61000,فولكسفاجن,بولو,2018,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,51516.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
16000,سوبارو,عريض,1988,رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,721224.0,5,نقدا فقط ,للبيع فقط ,3,0,0,0,0,0,0,0,0,0
60000,بيجو,301,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,40000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,0,1,0,0
35000,كيا,ريو,2014,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1400,203758.0,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
35000,فولكسفاجن,باسات,2005,أزرق ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,407516.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,0,0,1,0,1,0
24000,هونداي,اكسنت,2005,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,280000.0,5,نقدا فقط ,للبيع أو التبديل ,1,0,0,1,1,0,0,0,0,0
78000,سانغ,يونغ,2011,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2700,339091.0,7,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
95000,كيا,سورينتو,2013,رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,110000.0,7,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
85000,سكودا,اوكتافيا,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,260000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
60000,سكودا,رابيد,2015,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
55000,فولكسفاجن,بولو,2014,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,130000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
23000,دايو,لانوس,1999,أخضر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,140000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,0,0,0,0,1,0,0
65000,هونداي,سانتافيه,2010,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,295000.0,7,نقدا فقط ,للبيع فقط ,4,1,1,1,1,1,0,1,0,1
37000,اوبل,كورسا,2008,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,170000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,0,0,0,1,0,0
55000,كيا,ريو,2016,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,95000.0,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,1
30000,هونداي,جيتس,2009,كحلي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,4000.0,5,نقدا فقط ,للبيع أو التبديل ,5,1,1,1,1,1,1,1,0,1
65000,مرسيدس,E270,2003,كحلي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,3000,250000.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,1,1,0,1,1
67000,سكودا,رابيد,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,130000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
75000,كيا,سبورتاج,2013,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,92000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,0,0,1,1,1,1
50000,ميتسوبيشي,L200,1997,كحلي ,ديزل ,حكومي ,فلسطينية ,عادي ,يدوي ,2000,588634.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,0,0,0,0,0,0,0
35200,هونداي,2019,2019,أحمر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,7500.0,8,نقدا فقط ,للبيع أو التبديل ,0,0,0,0,0,0,1,0,0,0
12500,دايو,ماتيز,1998,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,800,123456.0,5,نقدا فقط ,للبيع فقط ,8,1,1,0,1,1,1,1,0,0
26000,اوبل,كورسا,2002,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,216367.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,0
67000,فولكسفاجن,جيتا,2008,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,144000.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,1,1,1,0,0
34000,فورد,فيستا,2013,كحلي ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1250,165000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,0,1,0
28000,مرسيدس,E220,1996,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2200,611274.0,5,نقدا فقط ,للبيع فقط ,2,1,1,0,1,0,1,0,1,0
45000,كيا,ريو,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,113000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,0,1,0,0,0,0,1
60000,كيا,اوبتيما,2016,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1700,280000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,0,1,1,0,1
42000,كيا,مورننغ,2015,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,82425.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
70000,سكودا,اوكتافيا,2013,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,165000.0,5,نقدا فقط ,للبيع فقط ,2,0,0,1,0,0,0,0,0,0
112000,سكودا,اوكتافيا,2017,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,140000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
8000,فيات,اوتوبيانكي,1986,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,900,762436.0,5,إمكانية التقسيط ,للبيع فقط ,14,1,1,0,1,0,1,1,1,0
16000,دايو,لانوس,2000,أزرق ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,520715.0,5,نقدا فقط ,للبيع أو التبديل ,11,1,1,1,0,0,1,1,0,0
54000,ستروين,,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1600,249037.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,0,0,0
93000,سكودا,اوكتافيا,2016,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,69000.0,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
45000,بيجو,بارتنر,2008,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,339597.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,0,0,0,0,0,0,0
32000,هونداي,جيتس,2007,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,220000.0,5,إمكانية التقسيط ,للبيع فقط ,6,0,0,1,0,0,0,0,0,0
45000,ستروين,C-Elysee,2014,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,400000000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,5,0,0,0,0,0,0,0,0,0
70000,سكودا,فابيا,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,80000.0,5,إمكانية التقسيط ,للبيع فقط ,0,0,0,1,0,1,1,1,0,0
88000,سكودا,اوكتافيا,2014,رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,200000.0,5,إمكانية التقسيط ,للتبديل فقط ,0,0,0,1,1,1,1,1,0,0
38500,فولكسفاجن,باسات,2005,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900,407516.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0
75000,فولكسفاجن,كرافيل,2009,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500,316957.0,8,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,0,0,0,1,0
9000,اوبل,اسكونا,1983,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,824256.0,5,نقدا فقط ,للبيع فقط ,4,1,1,1,0,0,0,0,0,0
7000,دراجة,نارية,2013,عدة الوان ,بنزين ,خصوصي ,نمرة صفراء ,عادي ,يدوي ,250,103032.0,2,نقدا فقط ,للبيع فقط ,1,0,0,0,0,0,0,0,0,0
58000,بي,ام,1997,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3000,324324.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
75000,بيجو,Tepee,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,79000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,0,1,0,0,0,0
40000,كيا,ريو,2011,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500,271677.0,4,إمكانية التقسيط ,للبيع فقط ,1,1,1,0,1,1,1,0,1,0
27000,فولكسفاجن,ترانسبورتر,1998,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,يدوي ,2400,75218.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,0,0,0,1,0,0,0
10000,اوبل,اسكونا,1982,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,844862.0,4,نقدا فقط ,للبيع فقط ,4,0,0,0,0,0,0,0,0,0
55000,كيا,برايد,2016,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,75000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
32000,هونداي,افانتي,2007,ذهبي ,بنزين ,تدريب سياقة ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,164851.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,0
7500,فيات,اونو,1987,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1000,741830.0,5,إمكانية التقسيط ,للبيع فقط ,3,0,0,0,0,0,0,0,0,0
140000,مرسيدس,200,2013,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,112000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
175000,مرسيدس,E200,2014,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,77000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
104000,كيا,سبورتاج,2017,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,50000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
33000,هونداي,فيرنا,2005,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,163000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,0,0
72000,فولكسفاجن,جولف,2011,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,123638.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0
35000,مرسيدس,فيتو,1999,أبيض ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,2150,181000.0,8,إمكانية التقسيط ,للبيع فقط ,4,1,1,1,1,1,1,1,0,0
42000,هونداي,i30,2008,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,150000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
45000,فولفو,88,1988,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1800,7500.0,3,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,0,0,0,0,0,0,0
22000,بيجو,306,2000,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1600,123456.0,5,إمكانية التقسيط ,للبيع أو التبديل ,5,1,1,1,1,0,0,0,0,0
49000,هونداي,تيراكان,2005,أزرق ,ديزل ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,300000.0,5,إمكانية التقسيط ,للبيع فقط ,4,1,1,1,1,1,1,1,1,1
65000,كيا,سبورتاج,2012,بترولي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,150000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,0,1,1,0,1
100000,فولكسفاجن,كادي,2016,أزرق سماوي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,1000000.0,7,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,0,0,0
120000,بي,ام,2012,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,117000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
750000,بي,ام,2019,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,20000.0,7,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
55000,مرسيدس,220,2005,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,407516.0,5,نقدا فقط ,للبيع فقط ,4,1,1,1,1,1,1,0,1,1
67999,فولكسفاجن,باسات,2010,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,133941.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,0,1,1
26000,هونداي,افانتي,2006,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,175154.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
33000,اوبل,كورسا,2008,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,147000.0,5,نقدا فقط ,للبيع فقط ,4,1,1,1,1,1,1,1,0,0
48000,سيت,ابيزا,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,92728.0,5,نقدا فقط ,للبيع فقط ,0,0,0,1,0,0,1,0,1,0
62000,جييب,Patriot,2008,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,230,154548.0,5,إمكانية التقسيط ,للبيع فقط ,4,1,1,1,1,1,1,1,0,0
35000,اوبل,استرا,2006,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,180000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,0,0,0
20000,بيجو,406,2000,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,236973.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,0
70000,فولكسفاجن,كرافيل,2005,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500,76484983.0,7,نقدا فقط ,للبيع فقط ,3,1,1,1,0,0,0,1,1,0
90000,نيسان,LV200,2016,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,73000.0,7,نقدا فقط ,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,0
33000,سكودا,فابيا,2009,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,144244.0,5,نقدا فقط ,للبيع فقط ,1,1,1,0,1,1,1,1,0,0
35000,اوبل,كورسا,2011,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,103151.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,1
54000,بي,ام,2004,زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500,100000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,5,1,1,1,1,1,1,1,1,1
39500,سكودا,فابيا,2011,أخضر ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,88000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
25000,بيجو,206,2006,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,175154.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,0,0,1,0,1,0
19000,دايو,لانوس,2001,أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,226670.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,0
47000,فولكسفاجن,جولف,2006,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,13600.0,4,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,0
60000,سكودا,فابيا,2017,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,70000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0
68000,مرسيدس,416,2001,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2500,498075.0,3,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,0,0,0,0,0,0
35000,فولكسفاجن,بولو,2008,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,157000.0,5,نقدا فقط ,للبيع فقط ,6,1,1,1,1,1,1,0,1,0
35000,اوبل,زافيرا,2004,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,430156.0,7,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,0,1,1,1,1,0,0
